Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,BP2,BV2,BP3,BV3,LP1,LV1,LP2,LV2,LP3,LV3,Total matched,LPM, Set1, Set2, Set3, Points 
1321372934646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372935646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372936646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372937646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372938646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372939646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372940646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372941646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372942646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372943646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372944646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372945646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372946646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372947646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372948646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372949646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372950646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372951646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372952646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372953646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372954646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372955646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372956646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372957646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372958646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372959646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372960646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372961646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372962646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372963646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372964646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372965646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372966646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372967646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372968646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372969646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372970646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372971646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372972646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372973646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372974646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372975646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372976646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372977646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372978646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372979646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372980646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372981646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372982646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372983646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372984646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372985646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372986646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372987646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372988646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372989646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372990646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372991646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372992646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372993646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372994646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372995646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372996646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372997646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372998646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321372999646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373000646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373001646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373002646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373003646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373004646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373005646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373006646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373007646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373008646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373009646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373010646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373011646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373012646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373013646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373014646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373015646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373016646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373017646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373018646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373019646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373020646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373021646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373022646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373023646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373024646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373025646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373026646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373027646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373028646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373029646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373030646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373031646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373032646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373033646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373034646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373035646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373036646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373037646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373038646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373039646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373040646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373041646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373042646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373043646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373044646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373045646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373046646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373047646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373048646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373049646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373050646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373051646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373052646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373053646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373054646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373055646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373056646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373057646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373058646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373059646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373060646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373061646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373062646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373063646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373064646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373065646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373066646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373067646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373068646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373069646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373070646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373071646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373072646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373073646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373074646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373075646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373076646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373077646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373078646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373079646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373080646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373081646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373082646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373083646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373084646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373085646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373086646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373087646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373088646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373089646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373090646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373091646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373092646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373093646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373094646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373095646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321373096646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
